user_type,avg_monthly_income,income_volatility,upi_success_rate,bill_payment_delay_days,monthly_repayment_cap,essential_spend_ratio,account_age_months,loan_default_history,savings_consistency,trust_score_target,user_type_encoded
gig_worker,40880.89092998537,0.5140312246979442,0.7957906325906168,2.7319425838638853,5302.434661869333,0.5793815616942762,33.26683268887467,0,0.5165918947103814,100.0,0
salaried,48315.850412918764,0.23028986922841904,0.8809130392314742,1.117979192597263,16466.314073782956,0.4030386186724541,70.55418368196668,0,0.7791690125723699,100.0,2
student,9467.58925944678,0.84788943883579,0.6956331683492629,6.475931294707977,2257.6751445188097,0.9423256339047748,13.985054727573125,0,0.3499909433939111,72.59056080035522,1
student,15601.234645240194,0.8203474031472967,0.7038957790558109,5.908927606829158,2655.966626399893,0.9376028710191396,21.69553946170924,0,0.34383133745208294,73.07902870782799,1
gig_worker,44528.70232195052,0.41584240590331645,0.825247278229005,8.028079264219768,8386.449276337573,0.6959140279627181,9.264854752529363,1,0.6963577798018911,69.06159682451548,0
student,6261.880448807343,0.7941385059120846,0.7117584482263746,18.694623451077586,1000.0,0.9277317961234606,20.27328210138655,1,0.3912327489692573,45.11949691074011,1
student,13087.429376415907,0.6754729108871856,0.7473581267338443,23.654569667080267,4142.380434966757,0.7113046675265473,3.553706464442292,0,0.4878822527022385,66.02458904430836,1
salaried,74432.16286634775,0.15713362849465323,0.9028599114516039,4.8495719890730165,23113.399496552385,0.6095821761777844,46.497271670158575,0,0.6377419444824198,100.0,2
gig_worker,21221.233051466734,0.6526528316892686,0.7542041504932194,12.567713118691008,7425.933737765437,0.7991592092684764,29.328131635310353,0,0.5418380199511673,83.28576385594347,0
salaried,65304.64437675339,0.11937391227272426,0.9141878263181826,4.770255136293612,16426.96917093114,0.45716070137586573,56.24163285148112,0,0.6858244680462176,100.0,2
gig_worker,17207.01221970014,0.5850506184574799,0.774484814462756,8.764000111749313,5043.02422299359,0.6800408752779984,41.79162301337868,0,0.467251020386128,86.75024169832817,0
salaried,54694.251291067674,0.10431740144700086,0.9187047795658997,3.775686278368095,13951.266749100727,0.5760199420248059,34.22227975242772,0,0.5917729588321641,100.0,2
gig_worker,27847.244496568397,0.5564711903991215,0.7830586428802635,7.09917258629652,5830.342228334834,0.7760396736234372,20.626729614978615,0,0.55121318958287,86.35345036541754,0
gig_worker,37852.37901384065,0.6823322182801748,0.7453003345159476,3.911955252077493,12553.624395670913,0.6730290732698846,16.84626430855625,0,0.5346104416175382,84.67049257000505,0
student,12992.101671191796,0.6486254830862525,0.7554123550741242,17.668017086334515,2079.2092408835674,0.7189658320271659,5.7064741601236335,0,0.3063955182019368,71.64779454039774,1
gig_worker,21189.984761223102,0.4709835491633521,0.8087049352509943,13.658249328778155,4629.808459765953,0.7168894346302568,13.237434590468453,0,0.3796704553819324,82.70129506233891,0
gig_worker,33901.386199386354,0.44750661866118546,0.8157480144016444,4.301136295597709,4141.923333379147,0.5801589677751502,25.35270825737448,0,0.49077698711771134,92.34287502187786,0
student,11694.15146256043,0.7898231196727128,0.7130530640981861,17.558007789818156,1408.4407720166494,0.9183946560266942,22.338320411168077,0,0.25916942264053344,68.95382695227933,1
salaried,70632.01122612893,0.21223895355754874,0.8863283139327354,0.9226050967818866,10759.892061638147,0.4926180256978455,47.257103289169024,0,0.6333307197364024,100.0,2
student,14554.206277136487,0.8185620513061598,0.704431384608152,15.233548842313322,3391.542984563006,0.726793002834944,12.395659703292548,0,0.23160392030672308,69.67644102609312,1
gig_worker,22096.51323362767,0.4820494570866179,0.8053851628740146,2.260925571110443,3988.8579595088804,0.6028620017491362,19.754888791472418,0,0.6279285099699977,95.8902691838958,0
student,15165.992989639244,0.6995326596787173,0.7401402020963848,6.738405761748474,3553.0378109412923,0.8467102795052197,18.654228957870927,0,0.2685544950314388,75.3005552442485,1
gig_worker,35229.07409068259,0.4770788037395223,0.8068763588781432,10.396924137310815,8549.905205202082,0.6390241814744616,47.433640449305145,0,0.43492075527708496,89.76334835142005,0
gig_worker,26335.120777348988,0.40623848064084445,0.8281284558077466,4.425371312666975,4510.516002882686,0.5933433988236887,43.66414783430986,0,0.5636103284865697,96.7333203543565,0
student,10122.021209236798,0.8447135850725819,0.6965859244782254,7.240778043361047,2018.9778238623321,0.9423676083188421,21.175649643773585,0,0.22054269706993285,71.35481342179858,1
gig_worker,34226.53287704301,0.5448670125548754,0.7865398962335374,9.430964963108698,5818.331701216406,0.7423732332979842,13.855837439415982,0,0.4507107240519998,85.83359494061544,0
student,12622.510455477408,0.6227229197245241,0.7631831240826428,7.296736494784071,3189.140513058632,0.7721576383100639,15.206002649874858,0,0.4207082787217308,78.84717537386064,1
student,11554.345784978852,0.5903244030816923,0.7729026790754923,6.267499409455355,4015.020288100747,0.7805884612436806,20.00736336294733,0,0.5002561748181633,80.1778201609127,1
salaried,63888.09793547102,0.18934581109117665,0.893196256672647,2.357880942750792,12966.742957765751,0.4872170666357488,68.61739892389565,0,0.8259005865452477,100.0,2
gig_worker,31357.83427512299,0.413431573157981,0.8259705280526056,2.8644514757681074,8945.768052089603,0.693618278294978,41.35680862384743,0,0.6405212496631785,100.0,0
gig_worker,30715.151353165194,0.4072795800029966,0.827816125999101,4.135455373102908,9326.461590408791,0.71629930517405,27.96874784030301,0,0.6687924142421345,93.78212951297321,0
gig_worker,27999.01919140391,0.4819305502987176,0.8054208349103846,8.014837213704883,4909.473139786973,0.7369023450440628,27.114256383884126,0,0.63071404180314,91.84801342212273,0
gig_worker,40408.4194652984,0.540243501389896,0.7879269495830312,13.78413744253911,10346.959642797294,0.5792245101770911,45.472949191765956,0,0.4263255835631883,93.98093062836308,0
gig_worker,34075.02493068884,0.5367113821917124,0.7889865853424862,13.620603579662449,10125.369901255779,0.5879187199331879,19.092326847413027,0,0.5511570584567757,84.2253891163364,0
gig_worker,39978.616441853796,0.5494613897049607,0.7851615830885117,11.911962914628976,12760.8309195593,0.6355204371789769,40.49280679622454,0,0.5742588536973791,89.8384431910297,0
gig_worker,40295.79971079675,0.4024710995720708,0.8292586701283787,4.980268138024339,11305.516180223558,0.7300091341365187,32.92820058118249,0,0.5713346732610365,97.7873112074777,0
gig_worker,26442.899534034877,0.4709935977263718,0.8087019206820885,4.360770318418534,8649.806684649167,0.6958479486915301,22.835759504072875,0,0.6515888432477215,89.58862392523446,0
gig_worker,31444.24673444345,0.5640089824021267,0.780797305279362,2.2354323896709265,10000.244517406143,0.7830295706209032,29.735593710746777,0,0.5883444249119126,95.52864061147234,0
salaried,109653.57375097825,0.12288085643713921,0.9131357430688583,2.881441800834066,27597.47564619049,0.5060326678255965,59.349323309986694,0,0.8539420400097493,100.0,2
student,19616.07330521246,0.6697008111610391,0.7490897566516882,6.095232776440627,3605.420746478998,0.9007133621495028,3.09727248309666,0,0.36763012138065954,74.41415922901524,1
student,13571.85800132338,0.8259566849238281,0.7022129945228515,11.926919887319226,2534.3856974423593,0.884375312027437,12.49657675868595,0,0.2901578438855112,68.86378160305242,1
gig_worker,29946.7723629501,0.49662390732659173,0.8010128278020224,13.892996713885301,5707.809136936939,0.6951470875695109,32.55510009262028,0,0.5510868672090582,87.11248729525988,0
gig_worker,19446.83963838444,0.6863746111143092,0.7440876166657072,3.932615460790468,3960.4661749197194,0.571337417019661,47.86871857752979,0,0.4167907385274276,85.23064028239084,0
gig_worker,23739.65035812416,0.6643190013042497,0.7507042996087251,4.666815326266093,3505.679989848189,0.5591374169620238,25.82681169461997,0,0.2711211910459559,86.28177915050432,0
salaried,80114.20703120163,0.16799332521220414,0.8996020024363387,2.6219513466379003,16839.260193082748,0.5001907652188315,50.862735902794455,0,0.6037824440212589,100.0,2
salaried,67751.83049856307,0.14061170097153308,0.90781648970854,3.2199977161950786,13698.305119658533,0.40634658891508624,31.495324673577137,0,0.7633101619901256,100.0,2
gig_worker,34222.11808745329,0.42769025667653227,0.8216929229970402,5.003972355644928,9170.610012129993,0.554927634438591,10.372560443352102,0,0.44694924461038077,87.47503259641158,0
student,10947.955416363639,0.6229516572998363,0.7631145028100491,19.44533863711318,3436.8272373282252,0.9075549661417479,11.340854121987551,0,0.3377242942448445,70.92990238753751,1
gig_worker,28166.271587571264,0.663717536482392,0.7508847390552824,2.1690250056395683,3418.741284532418,0.6019715637865068,7.114352562700428,0,0.4266819464014725,88.5059007751502,0
student,8275.496307152633,0.6639077224501801,0.7508276832649459,16.805898850296153,1382.1395481431637,0.8560372269622835,11.597644696016049,0,0.38249332527048696,71.02795179943324,1
gig_worker,23469.556727561234,0.6819586574367549,0.7454124027689735,11.92687532407689,3169.0542044885024,0.7671169939744782,26.472110326479573,0,0.4807813823221416,82.38644684310195,0
student,18465.718615299218,0.6273663056299608,0.7617901083110117,7.787121481456483,5700.968565565172,0.9461005451758879,14.039493828356402,0,0.35527241457783426,76.71490649965396,1
gig_worker,35378.05827531018,0.6700045822961747,0.7489986253111476,3.5307640775718347,8636.814194385941,0.6185138051718015,29.275476105663323,0,0.49691979173445566,87.9590022452613,0
gig_worker,42964.26756132702,0.5827628360911894,0.7751711491726432,4.279826622104845,14118.186632631117,0.6546926312230184,22.091818186478893,0,0.3144320883778029,89.46739108269776,0
gig_worker,42563.95708208911,0.6083117657492296,0.7675064702752311,3.076382683026644,10674.530833533623,0.6113372774203303,22.350415789763016,0,0.391714755489947,90.11185049260115,0
salaried,78609.50438802513,0.17140756032986496,0.8985777319010405,3.3183558268132405,26271.880814873013,0.5831430243025626,34.31713817235632,0,0.6258346770920286,100.0,2
student,6739.278846273939,0.5654277440452752,0.7803716767864174,14.927324944024727,1679.5004811912597,0.7835609727042402,19.18915627866226,0,0.3332846880935776,74.94740306005973,1
salaried,99625.41030446172,0.16522410079056193,0.9004327697628314,1.232010166195534,30363.3921503531,0.5998539697422448,57.34543060101248,0,0.727934739586389,100.0,2
gig_worker,29621.882778967927,0.38205372566432194,0.8353838823007034,13.925076481009157,3975.394639661881,0.7875593384552007,24.73224246423414,0,0.5833380488149144,88.82670648315116,0
salaried,82250.47776570354,0.1988175050066076,0.8903547484980177,3.4613828225892624,25686.73479102171,0.46241700221479654,47.49239825487074,0,0.8270098993950296,100.0,2
salaried,79279.92939564899,0.10591402170527589,0.9182257934884172,3.5278758625784423,26266.39825910415,0.4451438362818334,51.261371066526216,0,0.5966353805525741,100.0,2
student,13339.919194551258,0.8413174735496103,0.6976047579351169,23.885329782268677,2915.486752234623,0.9155106627473283,20.73553736923648,0,0.393884158115437,62.36625127115299,1
gig_worker,28293.820992273668,0.5586944574687185,0.7823916627593844,4.990114884740139,3682.2065701719253,0.5692383004073023,35.24412858688187,0,0.5322133569773974,90.77651025759738,0
gig_worker,33300.56317315298,0.6267531076936372,0.7619740676919088,6.143782538116909,8540.69014745837,0.7714944370590469,31.86625390365679,0,0.2812683698507791,85.38312039893377,0
salaried,41054.731055287644,0.10319041162755807,0.9190428765117326,4.3735083634209975,9534.316051189218,0.634766924628224,62.34159531713594,1,0.6932992976589781,83.33551592329142,2
salaried,62352.13633750038,0.19412581948275554,0.8917622541551733,4.368385570931694,21575.140293498735,0.5920683534661295,44.05280554403202,0,0.7547991987870142,100.0,2
gig_worker,10123.107367313485,0.3886659395959881,0.8334002181212036,6.610088049330095,1739.2485248796315,0.6240770301139975,15.811525544096217,0,0.4221626166624313,84.39982344922696,0
salaried,40994.825483386594,0.20194709240396047,0.8894158722788118,1.0912694393253208,13835.355786346357,0.5965862536038881,28.29172811098846,0,0.7925672368262732,100.0,2
salaried,51889.06252530438,0.17011022668748046,0.8989669319937558,3.0670569460535386,7355.714970685442,0.6477921565342442,35.120241666405285,0,0.7428278586852222,100.0,2
student,7290.118987027971,0.6029584096016525,0.7691124771195043,9.409724181403508,1068.8011773943792,0.8948961183916883,10.352630442501333,0,0.5789557432812519,77.81536206708827,1
salaried,71109.44446110351,0.23916284247928193,0.8782511472562153,4.974539113232177,10202.343087716074,0.4990605047256647,60.395446833796385,0,0.5526710664143873,100.0,2
salaried,59421.83895505328,0.18054616343401203,0.8958361509697963,2.9646996742085157,14559.631201051823,0.42287170934943874,66.11812140625825,0,0.580526778324434,100.0,2
salaried,59445.6990561033,0.243347724734463,0.8769956825796611,4.310638086327253,17975.132145403615,0.5638104951597555,50.44115378923868,0,0.6265273290805318,100.0,2
gig_worker,37072.80669247344,0.5235565072775697,0.792933047816729,3.053600806799423,5747.982989951143,0.720814690914899,9.197496098592609,0,0.48441005373765045,84.73943197469451,0
student,9147.948625784018,0.7277223353978552,0.7316832993806434,21.493619318502983,1710.2300539443752,0.8695040381397658,14.880371243911613,0,0.4769555946678342,65.67788820316011,1
salaried,83994.94963975852,0.23009413014397034,0.8809717609568088,3.541814883575174,25975.718054904173,0.574367865417321,56.64675704449442,0,0.7377585137809102,100.0,2
gig_worker,33373.47939129808,0.6583047657196249,0.7525085702841124,13.333965860688016,3581.368838531139,0.7564541876411908,11.412534433884698,0,0.47806961745570736,77.88459403104252,0
gig_worker,33346.020438288004,0.5276137068162926,0.7917158879551122,2.0830163323188366,5727.496907683469,0.7042317295939355,47.20981947715178,0,0.4113728502294724,98.0662597187602,0
student,13201.236087715311,0.7119956139147566,0.736401315825573,20.596907903022874,1673.1927762638516,0.890256975625507,14.366598152198316,1,0.32536428146275187,39.28846859080899,1
student,12526.637489671524,0.5703511177315516,0.7788946646805345,11.019271338936324,3470.4175076578945,0.7168376503671929,15.225579663701739,0,0.4940639846913122,76.99740785416873,1
gig_worker,33268.09878701941,0.6550378821533316,0.7534886353540005,14.65535659930616,11384.99092925191,0.7374129579357313,11.463622085486543,0,0.2643533456456415,75.9605251849186,0
gig_worker,28951.692744008033,0.6196425962327277,0.7641072211301817,10.882839895884567,6122.578811586116,0.6184066665704165,47.879229006623866,0,0.41363054955926604,87.06369987310059,0
gig_worker,13718.078074995969,0.6281833420624752,0.7615449973812574,11.017868935159353,2128.9415037053077,0.5705952614039607,34.58097068713795,0,0.35506785286197773,78.70170627502607,0
salaried,66663.80832316652,0.24154238802513983,0.877537283592458,2.0986365846306114,17308.023678428362,0.4993985994906986,37.16232971273616,1,0.627874769079429,97.1908704776011,2
salaried,52795.62056899841,0.13449319088366293,0.9096520427349011,1.0655235201254165,5690.497863583444,0.5629167063439713,41.689264498740535,0,0.7112670574772693,100.0,2
salaried,74045.04036095606,0.21648952791876125,0.8850531416243715,3.85460922322026,23042.50609163903,0.5902559977357498,54.05857543830794,0,0.5298641370961188,100.0,2
salaried,66549.15346605425,0.1924975471781107,0.8922507358465668,3.9826864548808816,14666.14156364143,0.42932704724059867,30.008918025722423,0,0.6635932401629724,100.0,2
gig_worker,24073.340736258382,0.5536899906700395,0.7838930027989881,5.49691425765627,7207.312070361542,0.6275904897308935,25.11924626143565,0,0.3395200719363439,88.47584297505357,0
gig_worker,29885.68774888025,0.5179785921509932,0.794606422354702,9.800267125550949,5167.702963722885,0.7237454715316357,42.12514068194659,0,0.3510984923139112,91.48661933687754,0
student,11210.034292158109,0.8459987779801439,0.6962003666059569,7.849910858030265,2519.141756251095,0.8545389335795297,17.751764381426185,0,0.14533198743766879,71.28143113530977,1
gig_worker,26773.683984215037,0.5311990751846489,0.7906402774446053,3.1422644888828337,5024.26206155893,0.5583007771978417,9.30029688051087,0,0.37109528110212875,84.76424379500409,0
student,14966.648211927055,0.610045073273443,0.766986478017967,8.349651645181396,1887.922341334187,0.8591075623859091,17.835990256224925,0,0.5648366299090412,79.8286674371171,1
gig_worker,34986.47845323683,0.5394537173553746,0.7881638847933876,11.217786752861914,11116.683465667928,0.728521733033107,39.672579488931255,0,0.5707753037107289,89.24574003003248,0
gig_worker,30916.26692972371,0.6360542194868728,0.7591837341539381,7.880137698737902,8065.881646650402,0.6816006652340283,36.72675991372394,0,0.28647309350504546,88.9813171307224,0
gig_worker,37601.163767990656,0.4058406380396159,0.8282478085881152,13.333186365698621,5820.79163652008,0.7939663139547829,20.149623254386487,0,0.6434051693189742,85.93368531401462,0
student,20895.031055162166,0.7657605334816792,0.7202718399554962,9.569094826625975,7294.110134845456,0.9436982905366957,16.656839413285674,0,0.39461215264037997,79.553389279351,1
gig_worker,29226.968747014234,0.3607283757720321,0.8417814872683903,5.349877550645778,6302.963549269251,0.7670681263520952,36.54110093018494,0,0.5612109748712033,96.16601694853547,0
gig_worker,17505.545108836224,0.6038401811452978,0.7688479456564106,8.326696238521137,5572.991984219699,0.7751754660028147,23.712278928685127,0,0.46540098989083,79.62117880158326,0
salaried,100026.05653795203,0.13159932835084998,0.910520201494745,3.114832917817414,25795.725224319172,0.5832782556038203,30.31524888610847,0,0.8437501591891823,100.0,2
gig_worker,32590.401020847563,0.5222972497568121,0.7933108250729564,5.214003967241302,10353.562219918396,0.6613263137506664,27.62232886504699,0,0.514506905576391,90.53972970028187,0
gig_worker,27668.080168052078,0.4868785378281162,0.803936438651565,14.602360190358738,4552.322144312526,0.7141841661353231,19.657982697437184,0,0.3971349755186352,82.6019356225008,0
salaried,46661.52024265157,0.1110245120995019,0.9166926463701494,0.8487895254377037,10729.512679802545,0.48425079410782157,63.786401562365256,0,0.6579995745165879,100.0,2
student,11182.812088500574,0.7620331650656338,0.7213900504803098,8.340838158018997,1586.894758393555,0.7091678567333857,18.464442316378452,0,0.3351693636855639,75.90453391276776,1
salaried,75439.83433376753,0.2302406920769888,0.8809277923769033,1.0292060501838414,9654.78281989248,0.4674374028792474,26.74016909228711,0,0.7928372924422952,100.0,2
gig_worker,40389.90803155037,0.39273846990350936,0.8321784590289472,7.878587367684658,13468.772320883678,0.6290390262441876,27.303861964912482,0,0.458859878346521,97.65135103330643,0
salaried,72090.13890431897,0.2301877441780033,0.880943676746599,2.2736992781692953,16501.361220130235,0.52221164506423,56.00948436221301,0,0.5208794304550014,100.0,2
gig_worker,33620.27913457068,0.5966382669578263,0.7710085199126521,4.624094877598329,9022.274510121286,0.7924780115268176,9.943830063155573,0,0.42514210561667554,82.21412519853664,0
salaried,78208.23907085505,0.22571729344721653,0.882284811965835,4.723071097370116,21179.730192377243,0.5242936910021069,53.656667529658264,0,0.685752547923319,100.0,2
gig_worker,22662.721558431713,0.6758320434274422,0.7472503869717673,10.963847763410294,6099.180778948579,0.6039187880994293,33.6731897497716,0,0.4398706670559823,83.39688035801396,0
gig_worker,38041.140586224144,0.6238349194203956,0.7628495241738813,9.37121139282668,10826.976604851356,0.769628890325337,22.973893509343384,0,0.47597706401683804,84.39941001634634,0
salaried,66214.29934803325,0.21434277021649237,0.8856971689350522,3.9890682442931724,13831.890934311363,0.6044585540437555,29.770034657789203,0,0.523121936019541,100.0,2
